"id","label","language","script","scientist","scientist_year"
65000349,"MAQQI-IARI KOI MA/QQI MU/CCOI DOVVINIAS","goide","ogham","Ogham in 3D Project","2021"
65000350,"DOVETI MAQQI/ CATTI/NI","goide","ogham","Ogham in 3D Project","2021"
65000351,"SUVALLOS MAQ/QI DU/COVAROS","goide","ogham","Ogham in 3D Project","2021"
65000352,"MAQI-DECCEDA/ MAQI/ GLASICONAS","goide","ogham","Ogham in 3D Project","2021"
65000353,"DUNAIDONAS/ MAQI MARIANI","goide","ogham","Ogham in 3D Project","2021"
65000354,"TRIA MAQA MAILAGNI/ CURCITTI","goide","ogham","Ogham in 3D Project","2021"
65000355,"INISSIO/NAS","goide","ogham","Ogham in 3D Project","2021"
65000356,"CUNAMAQQI/ AVI CORBBI","goide","ogham","Ogham in 3D Project","2021"
65000357,"NETTA-LAMINACCA KO/I MA/QQI MUCOI DOVINIAS","goide","ogham","Ogham in 3D Project","2021"
65000358,"COIMAGNI MAQI VITALIN","goide","ogham","Ogham in 3D Project","2021"
65000359,"...MUCOI MUCCI...","goide","ogham","Ogham in 3D Project","2021"
65000360,"QENILOCI MAQI MAQI-AINIA MUCOI","goide","ogham","Ogham in 3D Project","2021"
65000361,"DUGENNGI MAQI RODOS","goide","ogham","Ogham in 3D Project","2021"
65000362,"TOGITTACC MAQI SAGARETTOS","goide","ogham","Ogham in 3D Project","2021"
65000363,"MAQI MUCCOI","goide","ogham","Ogham in 3D Project","2021"
65000364,"MAQQI-ERCCIA MAQQI MUCOI DOVINIA","goide","ogham","Ogham in 3D Project","2021"
65000365,"ERC MAQI MAQI-ERCIAS MU DOVINIA","goide","ogham","Ogham in 3D Project","2021"
65000366,"BRUSCCOS MAQQI CALIACI","goide","ogham","Ogham in 3D Project","2021"
65000367,"TALAGNI MAQI","goide","ogham","Ogham in 3D Project","2021"
65000368,"CO?BBA? AVI VLATIAMI MAQ...","goide","ogham","Ogham in 3D Project","2021"
65000369,"EQODDI","goide","ogham","Ogham in 3D Project","2021"
65000370,"ANM MAILE-INBIR/ MACI BROCANN","goide","ogham","Ogham in 3D Project","2021"
65000371,"MARIANI","goide","ogham","Ogham in 3D Project","2021"
65000372,"SANGTI LLOTETI AVI SRUSA","goide","ogham","Ogham in 3D Project","2021"
65000373,"OVANOS AVI I/VACA/TTOS","goide","ogham","Ogham in 3D Project","2021"
65000374,"GOSSUCTTIAS","goide","ogham","Ogham in 3D Project","2021"
65000375,"GAMICUNAS","goide","ogham","Ogham in 3D Project","2021"
65000376,"QENILOCAGNI MAQI D...","goide","ogham","Ogham in 3D Project","2021"
65000377,"ANM COL(OLTH)MAN ALITHIR","goide","ogham","Ogham in 3D Project","2021"
65000378,"CURCI MAQI MUCOI VO","goide","ogham","Ogham in 3D Project","2021"
65000379,"ERCAVICCAS MAQI CO","goide","ogham","Ogham in 3D Project","2021"
65000380,"DEGO{S} MAQI MOCOI TOICAKI","goide","ogham","Ogham in 3D Project","2021"
65000381,"MAQI-RITEAS MAQI MAQI-DDUMILEAS/ MUCOI TOICACI","goide","ogham","Ogham in 3D Project","2021"
65000382,"CUNACENA","goide","ogham","Ogham in 3D Project","2021"
65000383,"MAQI-DDECCEDA MAQI MARIN","goide","ogham","Ogham in 3D Project","2021"
65000384,"MAQI-TTAL MAQI VORGOS MA/QI MU/COI TOICAC","goide","ogham","Ogham in 3D Project","2021"
65000385,"MC GE?/ MAQ D/E?","goide","ogham","Ogham in 3D Project","2021"
65000386,"NIOTTVRECC MAQI/ GNI","goide","ogham","Ogham in 3D Project","2021"
65000387,"MAQI-DECEDA MAQI","goide","ogham","Ogham in 3D Project","2021"
65000388,"SBNAG MAQQI-RCIA","goide","ogham","Ogham in 3D Project","2021"
65000389,"[AN]M VIRRACC/ANNI TIGIR[N] C/TEDATTOQA MAQI/ VEDELMETTO","goide","ogham","Ogham in 3D Project","2021"
65000390,"ECC MAQI LUGUQRRIT","goide","ogham","Ogham in 3D Project","2021"
65000391,"UMALL","goide","ogham","Ogham in 3D Project","2021"
65000392,"AGGO MAQI AGILL","goide","ogham","Ogham in 3D Project","2021"
65000393,"DUBEB Q/N","goide","ogham","Ogham in 3D Project","2021"
65000394,"[RI]TTAVVECC MAQI VEDDONOS","goide","ogham","Ogham in 3D Project","2021"
65000395,"L M","goide","ogham","Ogham in 3D Project","2021"
65000396,"URG","goide","ogham","Ogham in 3D Project","2021"
65000397,"ALATTO CELI BAT/TIG/NI","goide","ogham","Ogham in 3D Project","2021"
65000398,"GOSOCTEAS MOSAC MAKINI","goide","ogham","Ogham in 3D Project","2021"
65000399,"NOCATI MAQI MAQI-RET/ MAQI MUCOI UDDAMI","goide","ogham","Ogham in 3D Project","2021"
65000400,"LAGOBB/ MUCO TUCACAC","goide","ogham","Ogham in 3D Project","2021"
65000401,"EGNI KOI MAQI MUC/OI AI","goide","ogham","Ogham in 3D Project","2021"
65000402,"ANM LLATIGNI MAQ MINERC/ MUCOI QCI?","goide","ogham","Ogham in 3D Project","2021"
65000403,"ANM VINNAGITLET","goide","ogham","Ogham in 3D Project","2021"
65000404,"AVSSMAQVS","goide","ogham","Ogham in 3D Project","2021"
65000405,"EQQEGGNI MAQI MAQI-CARATTINN","goide","ogham","Ogham in 3D Project","2021"
65000406,"BAIDAGNI MAQI ADDILONA NAGUNI MUCO BAIDANI NIR[???]MNIDAGNIESSICONIDDALA/ AMIT BAIDAGNI","goide","ogham","Ogham in 3D Project","2021"
65000407,"BRRUA/ENANN","goide","ogham","Ogham in 3D Project","2021"
65000408,"V MAQI","goide","ogham","Ogham in 3D Project","2021"
65000409,"LMCBLTCL/LT","goide","ogham","Ogham in 3D Project","2021"
65000410,"LA","goide","ogham","Ogham in 3D Project","2021"
65000411,"DUMELI MAQI GLASICONAS NIOTTA COBRANORA","goide","ogham","Ogham in 3D Project","2021"
65000412,"GALEOTOS","goide","ogham","Ogham in 3D Project","2021"
65000413,"CILA MAQQI BAGN/I ANM VURUDDRANN MAQ/I DO/LIGENN","goide","ogham","Ogham in 3D Project","2021"
65000414,"ANM TEGANN MAC DEGL/ANN","goide","ogham","Ogham in 3D Project","2021"
65000415,"NETTAVROICC/ MAQI MUCCOI TRENALUGGO","goide","ogham","Ogham in 3D Project","2021"
65000416,"LUGUDECCAS MAQI/MU/COI NETA-SEGAMONAS/ DOLATI BIGAISGOB...","goide","ogham","Ogham in 3D Project","2021"
65000417,"...NACI MAQI ...","goide","ogham","Ogham in 3D Project","2021"
65000418,"AMADU","goide","ogham","Ogham in 3D Project","2021"
65000419,"COLLABOT MUCOI LUGA/ MAQI LOBACCONA","goide","ogham","Ogham in 3D Project","2021"
65000420,"MEDUSI MACI LU/ MUCOI LUGA","goide","ogham","Ogham in 3D Project","2021"
65000421,"CATTUVIR","goide","ogham","Ogham in 3D Project","2021"
65000422,"MANU MAGUNO GATI MOCOI MACORBO","goide","ogham","Ogham in 3D Project","2021"
65000423,"CALUNOVICA MAQI MUCOI LITENI","goide","ogham","Ogham in 3D Project","2021"
65000424,"MAQI-INI MAQI QETTEAS","goide","ogham","Ogham in 3D Project","2021"
65000425,"CUNALEGEA MAQI C[....]SALAR CELI AVI QVECI","goide","ogham","Ogham in 3D Project","2021"
65000426,"BIGU MAQI LAG","goide","ogham","Ogham in 3D Project","2021"
65000427,"BIR MAQI MUCOI ROTTAIS","goide","ogham","Ogham in 3D Project","2021"
65000428,"MAQI NETAS","goide","ogham","Ogham in 3D Project","2021"
65000429,"DENAVECA MUCOI MEDALO","goide","ogham","Ogham in 3D Project","2021"
65000430,"TASEGAGNI/ MAQ/ I MUCOI MACORBO","goide","ogham","Ogham in 3D Project","2021"
65000431,"BROINIONAS","goide","ogham","Ogham in 3D Project","2021"
65000432,"DEAGOS MAQI MUCOI NAI","goide","ogham","Ogham in 3D Project","2021"
65000433,"BIVODON MUCOI ATAR","goide","ogham","Ogham in 3D Project","2021"
65000434,"ERATI MUCOI NETA-S/EGAMONAS","goide","ogham","Ogham in 3D Project","2021"
65000435,"RGBCARCEN","goide","ogham","Ogham in 3D Project","2021"
65000436,"CORB","goide","ogham","Ogham in 3D Project","2021"
65000437,"QECCIAS MUCOI BROENIONAS","goide","ogham","Ogham in 3D Project","2021"
65000438,"CIR MAQI MUC","goide","ogham","Ogham in 3D Project","2021"
65000439,"VORTIGURN","goide","ogham","Ogham in 3D Project","2021"
65000440,"VEDABAR MAQILSM/ MOCOI ODR/REA","goide","ogham","Ogham in 3D Project","2021"
65000441,"MAQI MONGEDIAS/ MAQI/ MUIBITI","goide","ogham","Ogham in 3D Project","2021"
65000442,"CUNANETAS MAQ/I MMUC/OI NETA-SEGAMONAS","goide","ogham","Ogham in 3D Project","2021"
65000443,"DRUGNO MAQI/ MUCOI NAMI","goide","ogham","Ogham in 3D Project","2021"
65000444,"MAQI ERACIAS MAQI/ DIMAQA MUCOI","goide","ogham","Ogham in 3D Project","2021"
65000445,"LOBBI KOI MAQQI MUC/COI R/INI","goide","ogham","Ogham in 3D Project","2021"
65000446,"VIR","goide","ogham","Ogham in 3D Project","2021"
65000447,"SEVERRIT/ MAQI/ ROTTAIS","goide","ogham","Ogham in 3D Project","2021"
65000448,"DOVATUC/QI AV/I/ TULOTANAGIA","goide","ogham","Ogham in 3D Project","2021"
65000449,"CORBI KOI MAQI LABRID","goide","ogham","Ogham in 3D Project","2021"
65000450,"LUGADDON MAQ/I LUGU/DEC DDISI/ MOCQUS/EL","goide","ogham","Ogham in 3D Project","2021"
65000451,"MAQI-CAIRATINI AVI INEQAGLAS","goide","ogham","Ogham in 3D Project","2021"
65000452,"SEDANI MAQI CATTABBOTT AVVI DERCMASOC","goide","ogham","Ogham in 3D Project","2021"
65000453,"NETACARI NETACAGI","goide","ogham","Ogham in 3D Project","2021"
65000454,"IAQINI KOI/ MAQI MUCOI","goide","ogham","Ogham in 3D Project","2021"
65000455,"CCI MAQ INI","goide","ogham","Ogham in 3D Project","2021"
65000456,"VOTI","goide","ogham","Ogham in 3D Project","2021"
65000457,"MAQI NILI","goide","ogham","Ogham in 3D Project","2021"
65000458,"TRENU MAQI MUCOI QRITTI","goide","ogham","Ogham in 3D Project","2021"
65000459,"CATTUBUTTAS MAQI","goide","ogham","Ogham in 3D Project","2021"
65000460,"MAQI-DECCEDDAS AVI TURANIAS","goide","ogham","Ogham in 3D Project","2021"
65000461,"GIRAGNI","goide","ogham","Ogham in 3D Project","2021"
65000462,"CUNAGUSOS MAQI MUCOI VIRA/GNI","goide","ogham","Ogham in 3D Project","2021"
65000463,"COIMAGNI MAQI MOCOI G","goide","ogham","Ogham in 3D Project","2021"
65000464,"TULENA MUC RAN","goide","ogham","Ogham in 3D Project","2021"
65000465,"?M?","goide","ogham","Ogham in 3D Project","2021"
65000466,"LL MAQI VORR/TIGUR/N","goide","ogham","Ogham in 3D Project","2021"
65000467,"CORBAGNI/ KOI MAQI MOC/COI COROTANI","goide","ogham","Ogham in 3D Project","2021"
65000468,"SACATTI/NI","goide","ogham","Ogham in 3D Project","2021"
65000469,"OC/GIC","goide","ogham","Ogham in 3D Project","2021"
65000470,"MAQI-CORABIR MAQI TANB NETA-SALAGIA MAQI MUCOI","goide","ogham","Ogham in 3D Project","2021"
65000471,"ANM MAQQI-LASIRE MAQQI BIRRAC...?","goide","ogham","Ogham in 3D Project","2021"
65000472,"BECCDINN MACI/ R/ITTECC","goide","ogham","Ogham in 3D Project","2021"
65000473,"GELAGNI AVI","goide","ogham","Ogham in 3D Project","2021"
65000474,"VEDDELLEMETTO MU/CI/ LOGIDDEAS/ AVVI MUNICCONA","goide","ogham","Ogham in 3D Project","2021"
65000475,"RETAGIN MAQI DOVU","goide","ogham","Ogham in 3D Project","2021"
65000476,"RAVASA KOI MAQQI D/TL SENN","goide","ogham","Ogham in 3D Project","2021"
65000477,"...U MAQI CUMUGODU/U MUCO","goide","ogham","Ogham in 3D Project","2021"
65000478,"UMU T","goide","ogham","Ogham in 3D Project","2021"
65000479,"SENAQ MAQI/ MUCOI ENA","goide","ogham","Ogham in 3D Project","2021"
65000480,"VEDILIMETO/ MAQI/ TOQITAQ","goide","ogham","Ogham in 3D Project","2021"
65000481,"ANM SILLANN MAQ VATTILLOGG","goide","ogham","Ogham in 3D Project","2021"
65000482,"V A S","goide","ogham","Ogham in 3D Project","2021"
65000483,"NS","goide","ogham","Ogham in 3D Project","2021"
65000484,"MAQICUNALIGEAS/ MAQI COILLI/ MUCOI COSCI/EAS","goide","ogham","Ogham in 3D Project","2021"
65000485,"DT MUCOI RGN","goide","ogham","Ogham in 3D Project","2021"
65000486,"--][Q][--][AAMQMARO][--
","goide","ogham","Gippert, J.","1996"
65000487,"MAQACTOMAQGAR","goide","ogham","Ziegler, S.","1994"
65000488,"[MAQACTOMAQGAR][--","goide","ogham","Macalister, R.A.S.","1945"
65000489,"DOTETTOMAQ[IMAGLANI]","goide","ogham","Macalister, R.A.S.","1945"
65000490,"LADDIGNIMAQQIMUCCOIAN[--","goide","ogham","Macalister, R.A.S.","1945"
65000491,"LADDIGNIMAQQIMUCCOIANA[DO][--","goide","ogham","Macalister, R.A.S.","1897"
65000492,"LAIDANNMAQIMACORBO","goide","ogham","Macalister, R.A.S.","1945"
65000493,"LAIDANNMAQIMACORB[I]","goide","ogham","Macalister, R.A.S.","1897"
65000494,"LUGUVVECCAMAQI[--","goide","ogham","Macalister, R.A.S.","1945"
65000495,"LUGUVVEMOCCOMAQIMEQ[O][--","goide","ogham","Macalister, R.A.S.","1897"
65000496,"--]MAQIMAQ[I][--][O]GGODIKA","goide","ogham","Macalister, R.A.S.","1945"
65000497,"[L^O^U]GGODIKAMAQIMAQ[O][--","goide","ogham","Macalister, R.A.S.","1897"
65000498,"--]CELIAVIVU[D!][--","goide","ogham","Macalister, R.A.S.","1945"
65000499,"[--][H^Q][--]LIOVIVU[D!]","goide","ogham","Macalister, R.A.S.","1897"
65000500,"GIRAGNI","name","ogham","Macalister/1945","1945"
65000501,"CUNAGUSOSMAQIMUCOIVIRA ||| GNI","goide","ogham","Macalister/1945","1945"
65000502,"CUNAGUSOSMAQIMUCOIVIRA ||| G[N]I","goide","ogham","McManus/1991","1991"
65000503,"CUNAGUSOSMAQIMUCOIVIRA ||| GNI","goide","ogham","Macalister/1907","1907"
65000504,"COIMAGNIMAQIMOCOIGA[--","goide","ogham","Macalister, R.A.S.","1945"
65000505,"CO[I]MAGNIMAQIMOCOIG[--","goide","ogham","McManus/1991","1991"
65000506,"C[OI]MAGNIMAQIM[OC]O[I][--
","goide","ogham","Gippert/1997","1997"
65000507,"COIMAGNIMAQIMOCIGA[--","goide","ogham","Macalister/1907","1907"
65000508,"LUGUDECCASMAQI ||| [MU]COINETASEGAMONAS ||| DOLATIBIGAISGOB[--","goide","ogham","Macalister, R.A.S.","1945"
65000509,"LUGUDECCASMAQI[MU]COINETASEGAMONASDOLATIBIGAISGOB","goide","ogham","Macalister/1907","1907"
65000510,"--]NACIMAQI[--","goide","ogham","Macalister/1945","1945"
65000511,"--]ANACIMAQI[--","goide","ogham","Macalister/1907","1907"
65000512,"AMADU","name","ogham","Macalister, R.A.S.","1945"
65000513,"--]TAQMAQO[--","goide","ogham","Macalister, R.A.S.","1945"
65000514,"RETAGINMAQIDOV[U!][--","goide","ogham","McManus, R.A.S.","1991"
65000515,"--]VMAQI[--","goide","ogham","Macalister, R.A.S.","1945"
65000516,"LMCBLTCL ||| LT | QAN","unknw","oghms","Macalister, R.A.S.","1945"
65000517,"CT[A]N[--] ||| QLOG[--","goide","ogham","Macalister,R.A.S.","1945"
65000518,"--][D!]ITA[V!][--","goide","ogham","Macalister, R.A.S.","1945"
65000519,"--]VITAL[--","goide","ogham","O'Kelly","1986"
65000520,"QRIMITIRON ||| [A]NNMAQCOMOGANN","goide","ogham","Macalister, R.A.S.","1945"
65000521,"QRIMITIRO[N] ||| [AN]MA[Q]COMOGANN","goide","ogham","Cuppage et al/1986","1986"
65000522,"QRIMITIRRO ||| N ||| ANNMAQCOMOGANN","goide","ogham","Macalister/1902","1902"
65000523,"ODUDBOLDSE","ind","oghms","Macalister, R.A.S.","1945"
65000524,"UBEDABOALTASI","ind","oghms","Macalister, R.A.S.","1945"
65000525,"COVTET","unknw","oghms","Macalister, R.A.S.","1945"
65000526,"--]UIVAIBES ||| [--]RTAGNI","goide","ogham","Macalister, R.A.S.","1945"
65000527,"--A]RTAGNI ||| [AV]I[D]I[T]IB[EA]S","goide","ogham","Macalister, R.A.S.","1907"
65000528,"MAILAGN[I]","name","ogham","Macalister, R.A.S.","1907"
65000529,"[AILE]LLAMAQIVORRTIGURN","goide","ogham","Macalister, R.A.S.","1907"
65000530,"--]LLMAQIVORRTIGURN","goide","ogham","Macalister, R.A.S.","1945"
65000531,"DIOBI","name","ogham","Macalister, R.A.S.","1945"
65000532,"CORBAGNI || K[OI]M[A]Q[I]M ||| OC ||| COICOROTANI","goide","ogham","Macalister, R.A.S.","1945"
65000533,"--][CO]RBAGN[I]K[--]COI[C]ORO[T]ANI","goide","ogham","McManus, D.","1991"
65000534,"CORBAGNI ||| K[OI]MAQIMO ||| CO ||| ITORIANI","goide","ogham","Macalister, R.A.S.","1907"
65000535,"SACATTI ||| NI[--","name","ogham","Macalister, R.A.S.","1945"
65000536,"SACATT[I]N[I]","name","ogham","McManus, D.","1991"
65000537,"--]ULCCAGNI","goide","ogham","Macalister, R.A.S.","1907"
65000538,"ABULCCAGNI","goide","ogham","Macalister, R.A.S.","1945"
65000539,"ULCCAGNI","goide","ogham","McManus, D.","1991"
65000540,"MAQIESI ||| MAQIDOMANE ||| QI","goide","ogham","Macalister, R.A.S.","1907"
65000541,"MAQIMAD","ind","oghms","Macalister, R.A.S.","1907"
65000542,"--]BA[-][U]MAD[--","ind","oghms","Macalister, R.A.S.","1945"
65000543,"MAQIESE ||| AMAQIDOMANE ||| QI","goide","ogham","Macalister, R.A.S.","1945"
65000544,"--]TEC[--][N][--][A][I]","goide","ogham","Macalister, R.A.S.","1945"
65000545,"DILOGONN","name","ogham","Macalister, R.A.S.","1945"
65000546,"IDLOGONN","name","ogham","Macalister, R.A.S.","1945"
65000547,"LUGUNI","name","ogham","Macalister, R.A.S.","1907"
65000548,"MAILAGUROMA[I][--]LIL[--","goide","ogham","McManus, D.","1991"
65000549,"MAILAGUROMAQ[I][--]VILEB[--
","goide","ogham","Macalister, R.A.S.","1907"
65000550,"BLOTEGSI","name","ogham","Macalister, R.A.S.","1907"
65000551,"BLATEGSI","name","ogham","Macalister, R.A.S.","1945"
65000552,"ACTOMAQI[D!][--]MAGO","goide","ogham","Macalister, R.A.S.","1907"
65000553,"ACTOMAQI ||| [--]MAGO","goide","ogham","Macalister, R.A.S.","1945"
65000554,"ERCAIDANA","name","ogham","Macalister, R.A.S.","1945"
65000555,"DOMMOMACIVEDUCERI","goide","ogham","Macalister, R.A.S.","1945"
65000556,"D[O!]MM[--]MAC[I--]ERI","goide","ogham","McManus, D.","1991"
65000557,"DOMMOMACUVEDUCERI","goide","ogham","Macalister, R.A.S.","1907"
65000558,"ANMMEDDOGENI
","goide","ogham","Macalister, R.A.S.","1945"
65000559,"ANMMEDDOGEN[I]","goide","ogham","Gippert, J.","1981"
65000560,"C[O]SALUT[I]","name","ogham","Macalister, R.A.S.","1907"
65000561,"COVALOTI","name","ogham","Macalister, R.A.S.","1945"
65000562,"--]MDULICCI ||| MACIEBR ||| [--","goide","ogham","Macalister, R. A. S.","1907"
65000563,"LAMADILICCIMACMAI ||| CBRO || CC","goide","ogham","Macalister, R. A.S.","1945"
65000564,"[LAM]ADULICC[I]MA[CMAICBRO ||| CC]

","goide","ogham","Gippert, J.","1997"
65000565,"ERACOBIMAQIERAQETAI","goide","ogham","Macalister, R. A. S.","1945"
65000566,"G[.]ILAGNIMA[QI]SCILAGN[I]","goide","ogham","Gippert/Web","1997"
65000567,"GRILAGNIMAQISCILAGNI","goide","ogham","Macalister, R.A.S.","1945"
65000568,"CLIUCOANA ||| S | MAQI MAQITREN ||| I","goide","ogham","Macalister, R. A. S.","1945"
65000569,"DRUTIQULIMAQIMAQIRODAGNI","goide","ogham","Macalister, R.A.S.","1945"
65000570,"DRUTIQ[O!]LIMAQIMAQIQORINI","goide","ogham","Macalister, R.A.S.","1907"
65000571,"BRANANMAQIOQOLI","goide","ogham","Macalister, R.A.S.","1907"
65000572,"BRANANMAQI[O]QOLI","goide","ogham","McManus, D.","1991"
65000573,"BRANANMAQIO[Q]OL[I][--","goide","ogham","Gippert/Web","1997"
65000574,"BOGAIMAQIB[I]RAC[O]","goide","ogham","McManus/1991","1991"
65000575,"MOGAIMAQIBIRACO","goide","ogham","Macalister/1907","1907"
65000576,"BOGAIMAQI[BIRAC][--","goide","ogham","Gippert/Web","1997"
65000577,"BOGAIMAQIB ||| IRACO","goide","ogham","Macalister, R.A.S.","1907"
65000578,"CRONUNMACBAIT","goide","ogham","Macalister, R.A.S.","1945"
65000579,"MAQICOR[A]B[I]RM[A]Q[I]TAN[.]B!][-- | N[E]T[A]S[A]L[A]GI[A]MAQ[I]M[U]C[OI][--","goide","ogham","McManus, D.","1991"
65000580,"CORBI{K}OIMAQILABRID[--","goide","ogham","Macalister, R.A.S.","1945"
65000581,"GLANNANIMAQ ||| IBBRANNAD","goide","ogham","Macalister, R.A.S.","1949"
65000582,"GLANNANIMAQIBBRANNAD","goide","ogham","McManus, D.","1991"
65000583,"MOINENAMAQIOLACON","goide","ogham","Macalister, R.A.S.","1945"
65000584,"MOIN[E]NAMAQIOLACON","goide","ogham","Gippert, J.","1997"
65000585,"MOINENAMAQIOLACON","goide","ogham","McManus/1991","1991"
65000587,"DUBONIRRAS ||| MAQQITENAC[I]","goide","ogham","Macalister, R.A.S.","1945"
65000588,"CARRICAIMAQQITENAC[I]","goide","ogham","Macalister, R.A.S.","1897"
65000589,"MAQQIQETTIA | MAQQICUNITTI","goide","ogham","Macalister, R.A.S.","1897"
65000590,"MAQQIQUETTI ||| MAQQICUNITTI","goide","ogham","Macalister, R.A.S.","1945"
65000591,"MAQQICUNITTI ||| [M]A[Q]QIQETTI[A]","goide","ogham","Cuppage, J.","1986"
65000592,"GRAVICASMAQI | MUCOI[DO]VVINAS","goide","ogham","Macalister, R.A.S.","1945"
65000593,"[GR]AVICASMAQIMUCO[--
","goide","ogham","McManus, D.","1991"
65000594,"[--]NAVICASMAQIMUCO[I][--]S","goide","ogham","Cuppage, J.","1986"
65000595,"--]GRAVICASMAQIMUCOI[--]S","goide","ogham","Macalister, R.A.S.","1897"
65000596,"BROINIONAS","name","ogham","Macalister, R.A.S.","1945"
65000597,"LUBBAISMAQQIDUN[--]S","goide","ogham","Macalister, R.A.S.","1945"
65000598,"LU[BB]IAS[--","goide","ogham","McManus, D.","1991"
65000599,"G[E]BB[AI]SMAQQ[IT]AN[AI]S","goide","ogham","Macalister, R.A.S.","1897"
65000600,"CCICAMINIMAQQICATTINI","goide","ogham","Macalister, R.A.S.","1897"
65000601,"CCICAMINIMAQQ[I]C[A]TTINI","goide","ogham","Cuppage, J.","1986"
65000602,"CUNAMAQQICORBBIMAQQ ||| [--] ||| [--]S","goide","ogham","Macalister, R.A.S.","1945"
65000603,"[CU]NAMAQQICORBBIMAQQ[--","goide","ogham","McManus, D.","1991"
65000605,"CARRTTACCGAQIMUCAGG[I]","goide","ogham","Macalister, R.A.S.","1945"
65000606,"CARRTTACCGAQIMOCCAGGI","goide","ogham","Macalister, R.A.S.","1907"
65000607,"CARRTTACCMMAQIMUCAGG[I]","goide","ogham","McManus, D.","1991"
65000608,"[C]ARRTTACCMMAQIMU[-]CAGG[--","goide","ogham","Gippert, J.,","1981"
65000609,"BRONOGENI","name","ogham","Macalister/1945","1945"
65000610,"CUMNI | MAQIMU[C]OIV[AL]UCI","goide","ogham","Macalister, R.A.S.","1907"
65000611,"CUMNI | MAQIMUCOIVALUVI","goide","ogham","Macalister, R.A.S.","1945"
65000612,"--]QET[IA]SM[A]QTRENIL[U][--","goide","ogham","Macalister, R.A.S.","1945"
65000613,"--]D[-]QMAMAQI ||| RAG ||| AVVECC","goide","ogham","Macalister, R.A.S.","1907"
65000614,"D[A]Q[U]AMAQI ||| RAG ||| AVVECC","goide","ogham","Macalister, R.A.S.","1945"
65000615,"VOTI","name","ogham","Macalister, R.A.S.","1945"
65000616,"--][MAQI]DROGNOMU[COI][--","goide","ogham","Macalister, R.A.S.","1902"
65000617,"--MAD!]IDROGNOMU[...][--","goide","ogham","Macalister, R.A.S.","1945"
65000618,"IRCCITOS","name","ogham","Macalister, R.A.S.","1945"
65000619,"--]D[--]T[-- ||| --]M[A!][--]C[--][R!][--][G!][--","goide","ogham","McManus, D.","1991"
65000620,"MAILAGNIMAQIGAMATI","goide","ogham","Macalister, R.A.S.","1945"
65000621,"--]CCIMAQ[--","goide","ogham","Macalister, R.A.S","1945"
65000622,"--]INI[--","ind","ogham","Macalister, R. A. S","1945"
65000623,"--]CMA[Q][--
","goide","ogham","Gippert, J.","1997"
65000624,"--]UN[--]CC[--","ind","ogham","Macalister, R. A. S.","1902"
65000625,"--]OLAGNIMAQ[--","goide","ogham","Macalister, R. A. S.","1945"
65000626,"COIMAGNIMAQIVI ||| TALIN","goide","ogham","Macalister, R.A.S.","1897"
65000627,"DUGENNGGI | MAQIREDDOS","goide","ogham","Macalister, R.A.S.","1897"
65000628,"DUGENNGG[I] | MAQIRODDOS","goide","ogham","Macalister, R.A.S.","1945"
65000629,"DUG[E^U]NNGG | MAQIR[O]DD[O]S","goide","ogham","Cuppage, J.","1986"
65000630,"DUG[E^U]NNGG | MAQIR[O]DD[O]S","goide","ogham","Cuppage, J.","1986"
65000631,"LUGUQRITMA[QI] | QRITT[I]","goide","ogham","Macalister, R.A.S.","1897"
65000632,"LUGOQRITMA[QI] ||| QRITT[I]","goide","ogham","Cuppage, J.","1986"
65000633,"AKEVRITTI","name","ogham","Macalister, R.A,S.","1897"
65000634,"MAQQIIARIKIMA ||| QQI ||| MUCCOIDOVVINIAS","goide","ogham","Macalister, R.A.S.","1897"
65000635,"MAQQIIARIKOIMA ||| QQI ||| MUCCOIDOVVINIAS","goide","ogham","Macalister, R.A.S.","1945"
65000636,"DOVETIMAQQI ||| CATTI ||| NI","goide","ogham","Macalister, R.A.S.","1897"
65000637,"SUVALLOSMAQ ||| QIDU ||| COVAROS","goide","ogham","Macalister, R.A.S.","1897"
65000638,"SUVALLOSMAQ ||| [..]DUC ||| OVAROS","goide","ogham","Cuppage, J.","1986"
65000639,"MAQIDECCEDA ||| MAQI ||| GLASICONAS","goide","ogham","Macalister, R.A.S.","1945"
65000640,"TRIAMAQAMAILAGNI","mixed","ogham","Macalister, R.A.S.","1897"
65000641,"TRIAMAQAMAILA ||| GNI | CURCITTI","mixed","ogham","Cuppage, J.","1986"
65000642,"CURCITTI","name","ogham","Macalister, R.A.S.","1897"
65000643,"INISSIONAS","name","ogham","Macalister, R.A.S.","1945"
65000644,"CUNAMAQQIA ||| VICOR ||| BBI","goide","ogham","Macalister, R.A.S.","1945"
65000645,"CULIMAQQIAVICORBI","goide","ogham","OKelly, M.J.","1986"
65000646,"NETTALAMINACCAKO ||| IMA ||| QQIMUCOIDOVIN[IA]S","goide","ogham","Macalister, R.A.S.","1945"
65000647,"[NT]L[A]MINACCAKOIMAQQIMUCOIDO[V][--","goide","ogham","Gippert, J.","1987"
65000648,"NETTALAMINCAKO ||| I ||| MAQQIMUCOIDOV[--","goide","ogham","Macalister, R.A.S.","1897"
65000649,"N[E]TTALAMINACCAKO ||| [I]MA ||| QQIMUCOIDO[--","goide","ogham","Cuppage, J.","1986"
65000650,"VOENACUNASM[--","goide","ogham","Macalister, R.A.S.","1945"
65000651,"VOE[V!]ACUNA[--","goide","ogham","Cuppage, J.","1986"
